antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
"frozenset({'Healthy life expectancy (HALE) at birth (years)_70.40-73.65', 'Life expectancy at age 60 (years)_24.52-26.63'})",frozenset({'Life expectancy at birth (years)_81.77-84.46'}),0.3333333333333333,0.5,0.3333333333333333,1.0,2.0,0.16666666666666666,inf,0.7499999999999999
"frozenset({'Stunting prevalence among children under 5 years of age (% height-for-age <-2 SD), model-based estimates_1.60-5.77', 'Life expectancy at age 60 (years)_24.52-26.63'})",frozenset({'Life expectancy at birth (years)_81.77-84.46'}),0.26666666666666666,0.5,0.26666666666666666,1.0,2.0,0.13333333333333333,inf,0.6818181818181818
"frozenset({'Adolescent mortality rate (per 1 000 age specific cohort) | AGEGROUP_YEARS15-19_0.76-1.49', 'Life expectancy at age 60 (years)_24.52-26.63'})",frozenset({'Life expectancy at birth (years)_81.77-84.46'}),0.3333333333333333,0.5,0.3333333333333333,1.0,2.0,0.16666666666666666,inf,0.7499999999999999
"frozenset({'Adolescent mortality rate (per 1 000 age specific cohort) | AGEGROUP_YEARS10-19_1.13-1.99', 'Life expectancy at age 60 (years)_24.52-26.63'})",frozenset({'Life expectancy at birth (years)_81.77-84.46'}),0.3333333333333333,0.5,0.3333333333333333,1.0,2.0,0.16666666666666666,inf,0.7499999999999999
"frozenset({'UHC Service Coverage Index (SDG 3.8.1)_81.80-86.42', 'Life expectancy at age 60 (years)_24.52-26.63'})",frozenset({'Life expectancy at birth (years)_81.77-84.46'}),0.23333333333333334,0.5,0.23333333333333334,1.0,2.0,0.11666666666666667,inf,0.6521739130434783
"frozenset({'Neonatal mortality rate (per 1000 live births) | AGEGROUP_DAYS0-27_0.82-1.83', 'Life expectancy at age 60 (years)_24.52-26.63'})",frozenset({'Life expectancy at birth (years)_81.77-84.46'}),0.26666666666666666,0.5,0.26666666666666666,1.0,2.0,0.13333333333333333,inf,0.6818181818181818
"frozenset({'Under-five mortality rate (probability of dying by age 5 per 1000 live births) | AGEGROUP_YEARSUNDER5_2.23-3.60', 'Life expectancy at age 60 (years)_24.52-26.63'})",frozenset({'Life expectancy at birth (years)_81.77-84.46'}),0.26666666666666666,0.5,0.26666666666666666,1.0,2.0,0.13333333333333333,inf,0.6818181818181818
"frozenset({'Infant mortality rate (probability of dying between birth and age 1 per 1000 live births) | AGEGROUP_MONTHS0-11_1.76-2.98', 'Life expectancy at age 60 (years)_24.52-26.63'})",frozenset({'Life expectancy at birth (years)_81.77-84.46'}),0.26666666666666666,0.5,0.26666666666666666,1.0,2.0,0.13333333333333333,inf,0.6818181818181818
"frozenset({'Out-of-pocket expenditure (OOP) per capita in US$_0.00-824.81', 'Life expectancy at age 60 (years)_24.52-26.63'})",frozenset({'Life expectancy at birth (years)_81.77-84.46'}),0.16666666666666666,0.5,0.16666666666666666,1.0,2.0,0.08333333333333333,inf,0.6
"frozenset({'Domestic general government health expenditure (GGHE-D) per capita in US$_3301.23-5509.56', 'Healthy life expectancy (HALE) at birth (years)_70.40-73.65'})",frozenset({'Life expectancy at birth (years)_81.77-84.46'}),0.1,0.5,0.1,1.0,2.0,0.05,inf,0.5555555555555555
frozenset({'Healthy life expectancy (HALE) at age 60 (years)_18.57-20.36'}),frozenset({'Life expectancy at birth (years)_81.77-84.46'}),0.43333333333333335,0.5,0.43333333333333335,1.0,2.0,0.21666666666666667,inf,0.8823529411764707
"frozenset({'Healthy life expectancy (HALE) at age 60 (years)_18.57-20.36', 'Number of deaths | AGEGROUP_MONTHS1-59 | CHILDCAUSE_CH8_0.00-0.17'})",frozenset({'Life expectancy at birth (years)_81.77-84.46'}),0.43333333333333335,0.5,0.43333333333333335,1.0,2.0,0.21666666666666667,inf,0.8823529411764707
"frozenset({'Healthy life expectancy (HALE) at age 60 (years)_18.57-20.36', 'Number of deaths | AGEGROUP_YEARS0-4 | CHILDCAUSE_CH8_0.00-0.17'})",frozenset({'Life expectancy at birth (years)_81.77-84.46'}),0.43333333333333335,0.5,0.43333333333333335,1.0,2.0,0.21666666666666667,inf,0.8823529411764707
"frozenset({'Healthy life expectancy (HALE) at age 60 (years)_18.57-20.36', 'Population using at least basic sanitation services (%) | RESIDENCEAREATYPE_TOTL_96.42-100.00'})",frozenset({'Life expectancy at birth (years)_81.77-84.46'}),0.43333333333333335,0.5,0.43333333333333335,1.0,2.0,0.21666666666666667,inf,0.8823529411764707
"frozenset({'Healthy life expectancy (HALE) at age 60 (years)_18.57-20.36', 'Population using at least basic drinking-water services (%) | RESIDENCEAREATYPE_TOTL_98.67-100.00'})",frozenset({'Life expectancy at birth (years)_81.77-84.46'}),0.43333333333333335,0.5,0.43333333333333335,1.0,2.0,0.21666666666666667,inf,0.8823529411764707
"frozenset({'Healthy life expectancy (HALE) at age 60 (years)_18.57-20.36', 'Proportion of population with primary reliance on polluting fuels and technologies for cooking (%) | RESIDENCEAREATYPE_RUR_-inf-inf'})",frozenset({'Life expectancy at birth (years)_81.77-84.46'}),0.43333333333333335,0.5,0.43333333333333335,1.0,2.0,0.21666666666666667,inf,0.8823529411764707
"frozenset({'Healthy life expectancy (HALE) at age 60 (years)_18.57-20.36', 'Proportion of population with primary reliance on clean fuels and technologies for cooking (%) | RESIDENCEAREATYPE_TOTL_-inf-inf'})",frozenset({'Life expectancy at birth (years)_81.77-84.46'}),0.43333333333333335,0.5,0.43333333333333335,1.0,2.0,0.21666666666666667,inf,0.8823529411764707
"frozenset({'Healthy life expectancy (HALE) at age 60 (years)_18.57-20.36', 'Proportion of population with primary reliance on clean fuels and technologies for cooking (%) | RESIDENCEAREATYPE_RUR_-inf-inf'})",frozenset({'Life expectancy at birth (years)_81.77-84.46'}),0.43333333333333335,0.5,0.43333333333333335,1.0,2.0,0.21666666666666667,inf,0.8823529411764707
"frozenset({'Healthy life expectancy (HALE) at age 60 (years)_18.57-20.36', 'Proportion of population with primary reliance on polluting fuels and technologies for cooking (%) | RESIDENCEAREATYPE_TOTL_-inf-inf'})",frozenset({'Life expectancy at birth (years)_81.77-84.46'}),0.43333333333333335,0.5,0.43333333333333335,1.0,2.0,0.21666666666666667,inf,0.8823529411764707
"frozenset({'Healthy life expectancy (HALE) at age 60 (years)_18.57-20.36', 'Life expectancy at age 60 (years)_24.52-26.63'})",frozenset({'Life expectancy at birth (years)_81.77-84.46'}),0.4,0.5,0.4,1.0,2.0,0.2,inf,0.8333333333333334
